Instant,Date,Season,Year,Month,Hour,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Windspeed,Not_Registered,Registered,Count
5869,9/7/11,3,0,9,0,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,94,9.321372782,1,12,13
5870,9/7/11,3,0,9,1,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,10.56200212,2,3,5
5871,9/7/11,3,0,9,2,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,94,9.321372782,2,4,6
5872,9/7/11,3,0,9,3,0,3,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,94,5.591158395,1,1,2
5873,9/7/11,3,0,9,4,0,3,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,94,6.835950919,0,4,4
5874,9/7/11,3,0,9,5,0,3,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,100,5.591158395,1,15,16
5875,9/7/11,3,0,9,6,0,3,1,3,76.28,24.6,0.6,81.095,27.275,0.5455,88,4.350529057,1,74,75
5876,9/7/11,3,0,9,7,0,3,1,3,76.28,24.6,0.6,81.095,27.275,0.5455,88,3.730214387,3,83,86
5877,9/7/11,3,0,9,8,0,3,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,3.730214387,9,319,328
5878,9/7/11,3,0,9,9,0,3,1,3,76.28,24.6,0.6,81.095,27.275,0.5455,88,5.591158395,14,176,190
5879,9/7/11,3,0,9,10,0,3,1,3,76.28,24.6,0.6,81.095,27.275,0.5455,88,5.591158395,3,63,66
5880,9/7/11,3,0,9,11,0,3,1,3,76.28,24.6,0.6,78.368,25.76,0.5152,94,0,1,9,10
5881,9/7/11,3,0,9,12,0,3,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,94,0,1,21,22
5882,9/7/11,3,0,9,13,0,3,1,3,76.28,24.6,0.6,81.095,27.275,0.5455,88,0,2,9,11
5883,9/7/11,3,0,9,14,0,3,1,3,76.28,24.6,0.6,78.368,25.76,0.5152,93,0,1,24,25
5884,9/7/11,3,0,9,15,0,3,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,4.350529057,3,55,58
5885,9/7/11,3,0,9,16,0,3,1,1,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,7,137,144
5886,9/7/11,3,0,9,17,0,3,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,21,264,285
5887,9/7/11,3,0,9,18,0,3,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,18,219,237
5888,9/7/11,3,0,9,19,0,3,1,2,79.232,26.24,0.64,83.822,28.79,0.5758,89,0,14,212,226
5889,9/7/11,3,0,9,20,0,3,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,89,3.730214387,3,93,96
5890,9/7/11,3,0,9,21,0,3,1,3,79.232,26.24,0.64,83.822,28.79,0.5758,89,3.730214387,4,34,38
5891,9/7/11,3,0,9,22,0,3,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,6.835950919,3,26,29
5892,9/7/11,3,0,9,23,0,3,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,8.076580258,3,21,24
5893,9/8/11,3,0,9,0,0,4,1,3,76.28,24.6,0.6,77,25,0.5,100,8.076580258,3,11,14
5894,9/8/11,3,0,9,1,0,4,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,4.350529057,0,4,4
5895,9/8/11,3,0,9,3,0,4,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,0,0,2,2
5896,9/8/11,3,0,9,4,0,4,1,2,77.756,25.42,0.62,81.095,27.275,0.5455,94,3.730214387,0,3,3
5897,9/8/11,3,0,9,5,0,4,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,3.730214387,1,13,14
5898,9/8/11,3,0,9,6,0,4,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,6.835950919,1,55,56
5899,9/8/11,3,0,9,7,0,4,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,4.350529057,7,172,179
5900,9/8/11,3,0,9,8,0,4,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,5.591158395,7,188,195
5901,9/8/11,3,0,9,9,0,4,1,2,77.756,25.42,0.62,78.368,25.76,0.5152,100,10.56200212,4,65,69
5902,9/8/11,3,0,9,10,0,4,1,2,79.232,26.24,0.64,82.454,28.03,0.5606,94,4.350529057,8,57,65
5903,9/8/11,3,0,9,11,0,4,1,2,79.232,26.24,0.64,82.454,28.03,0.5606,94,9.321372782,16,82,98
5904,9/8/11,3,0,9,12,0,4,1,2,80.708,27.06,0.66,85.181,29.545,0.5909,94,9.321372782,17,85,102
5905,9/8/11,3,0,9,13,0,4,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,83,16.1573237,14,112,126
5906,9/8/11,3,0,9,14,0,4,1,2,83.66,28.7,0.7,92.003,33.335,0.6667,79,14.91253118,15,105,120
5907,9/8/11,3,0,9,15,0,4,1,3,80.708,27.06,0.66,85.181,29.545,0.5909,89,12.42710931,24,115,139
5908,9/8/11,3,0,9,16,0,4,1,3,79.232,26.24,0.64,82.454,28.03,0.5606,94,11.80679465,5,151,156
5909,9/8/11,3,0,9,17,0,4,1,3,79.232,26.24,0.64,82.454,28.03,0.5606,94,11.80679465,11,102,113
5910,9/8/11,3,0,9,18,0,4,1,3,79.232,26.24,0.64,82.454,28.03,0.5606,94,14.91253118,2,66,68
5911,9/8/11,3,0,9,19,0,4,1,3,77.756,25.42,0.62,78.368,25.76,0.5152,100,13.67190184,1,51,52
5912,9/8/11,3,0,9,20,0,4,1,2,77.756,25.42,0.62,81.095,27.275,0.5455,94,6.835950919,6,83,89
5913,9/8/11,3,0,9,21,0,4,1,3,79.232,26.24,0.64,82.454,28.03,0.5606,94,4.350529057,6,76,82
5914,9/8/11,3,0,9,22,0,4,1,3,77.756,25.42,0.62,78.368,25.76,0.5152,100,3.730214387,5,65,70
5915,9/8/11,3,0,9,23,0,4,1,3,77.756,25.42,0.62,78.368,25.76,0.5152,100,3.730214387,0,26,26
5916,9/9/11,3,0,9,0,0,5,1,3,79.232,26.24,0.64,82.454,28.03,0.5606,94,8.076580258,1,15,16
5917,9/9/11,3,0,9,1,0,5,1,2,77.756,25.42,0.62,78.368,25.76,0.5152,100,6.835950919,0,8,8
5918,9/9/11,3,0,9,2,0,5,1,2,77.756,25.42,0.62,78.368,25.76,0.5152,100,10.56200212,1,7,8
5919,9/9/11,3,0,9,3,0,5,1,2,77.756,25.42,0.62,81.095,27.275,0.5455,94,10.56200212,1,1,2
5920,9/9/11,3,0,9,4,0,5,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,6.835950919,0,3,3
5921,9/9/11,3,0,9,5,0,5,1,2,77.756,25.42,0.62,81.095,27.275,0.5455,94,5.591158395,0,14,14
5922,9/9/11,3,0,9,6,0,5,1,2,77.756,25.42,0.62,78.368,25.76,0.5152,100,5.591158395,3,54,57
5923,9/9/11,3,0,9,7,0,5,1,3,77.756,25.42,0.62,78.368,25.76,0.5152,100,10.56200212,4,104,108
5924,9/9/11,3,0,9,8,0,5,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,6.835950919,12,276,288
5925,9/9/11,3,0,9,9,0,5,1,3,77.756,25.42,0.62,81.095,27.275,0.5455,94,6.835950919,5,131,136
5926,9/9/11,3,0,9,10,0,5,1,2,77.756,25.42,0.62,78.368,25.76,0.5152,100,0,2,27,29
5927,9/9/11,3,0,9,11,0,5,1,2,77.756,25.42,0.62,81.095,27.275,0.5455,94,0,6,66,72
5928,9/9/11,3,0,9,12,0,5,1,1,79.232,26.24,0.64,82.454,28.03,0.5606,94,0,4,71,75
5929,9/9/11,3,0,9,13,0,5,1,1,83.66,28.7,0.7,92.003,33.335,0.6667,79,3.730214387,14,108,122
5930,9/9/11,3,0,9,14,0,5,1,1,85.136,29.52,0.72,94.73,34.85,0.697,74,3.730214387,29,119,148
5931,9/9/11,3,0,9,15,0,5,1,1,86.612,30.34,0.74,94.73,34.85,0.697,66,0,27,161,188
5932,9/9/11,3,0,9,16,0,5,1,1,86.612,30.34,0.74,94.73,34.85,0.697,66,5.591158395,41,244,285
5933,9/9/11,3,0,9,17,0,5,1,1,83.66,28.7,0.7,92.003,33.335,0.6667,79,10.56200212,54,451,505
5934,9/9/11,3,0,9,18,0,5,1,1,83.66,28.7,0.7,92.003,33.335,0.6667,79,8.076580258,33,377,410
5935,9/9/11,3,0,9,19,0,5,1,1,80.708,27.06,0.66,85.181,29.545,0.5909,89,6.835950919,33,316,349
5936,9/9/11,3,0,9,20,0,5,1,1,79.232,26.24,0.64,82.454,28.03,0.5606,94,3.730214387,30,180,210
5937,9/9/11,3,0,9,21,0,5,1,1,80.708,27.06,0.66,85.181,29.545,0.5909,89,0,49,154,203
5938,9/9/11,3,0,9,22,0,5,1,1,77.756,25.42,0.62,81.095,27.275,0.5455,94,0,33,127,160
5939,9/9/11,3,0,9,23,0,5,1,1,77.756,25.42,0.62,81.095,27.275,0.5455,94,3.730214387,35,113,148
5940,9/10/11,3,0,9,0,0,6,0,1,77.756,25.42,0.62,81.095,27.275,0.5455,94,0,32,84,116
5941,9/10/11,3,0,9,1,0,6,0,2,77.756,25.42,0.62,81.095,27.275,0.5455,94,0,16,67,83
5942,9/10/11,3,0,9,2,0,6,0,2,76.28,24.6,0.6,77,25,0.5,97,4.350529057,18,46,64
5943,9/10/11,3,0,9,3,0,6,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,100,5.591158395,8,29,37
5944,9/10/11,3,0,9,4,0,6,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,94,3.730214387,3,4,7
5945,9/10/11,3,0,9,5,0,6,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,94,5.591158395,2,6,8
5946,9/10/11,3,0,9,6,0,6,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,94,6.835950919,0,6,6
5947,9/10/11,3,0,9,7,0,6,0,1,76.28,24.6,0.6,81.095,27.275,0.5455,88,5.591158395,9,43,52
5948,9/10/11,3,0,9,8,0,6,0,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,6.835950919,16,103,119
5949,9/10/11,3,0,9,9,0,6,0,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,12.42710931,39,168,207
5950,9/10/11,3,0,9,10,0,6,0,1,83.66,28.7,0.7,90.635,32.575,0.6515,65,10.56200212,85,233,318
5951,9/10/11,3,0,9,11,0,6,0,1,85.136,29.52,0.72,93.362,34.09,0.6818,62,10.56200212,108,252,360
5952,9/10/11,3,0,9,12,0,6,0,1,85.136,29.52,0.72,93.362,34.09,0.6818,62,9.321372782,144,260,404
5953,9/10/11,3,0,9,13,0,6,0,1,86.612,30.34,0.74,93.362,34.09,0.6818,55,11.80679465,131,239,370
5954,9/10/11,3,0,9,14,0,6,0,1,86.612,30.34,0.74,93.362,34.09,0.6818,55,11.80679465,129,230,359
5955,9/10/11,3,0,9,15,0,6,0,1,86.612,30.34,0.74,93.362,34.09,0.6818,55,9.321372782,217,263,480
5956,9/10/11,3,0,9,16,0,6,0,1,86.612,30.34,0.74,93.362,34.09,0.6818,55,8.076580258,170,261,431
5957,9/10/11,3,0,9,17,0,6,0,1,86.612,30.34,0.74,93.362,34.09,0.6818,55,9.321372782,185,275,460
5958,9/10/11,3,0,9,18,0,6,0,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,8.076580258,119,241,360
5959,9/10/11,3,0,9,19,0,6,0,1,83.66,28.7,0.7,90.635,32.575,0.6515,58,5.591158395,101,214,315
5960,9/10/11,3,0,9,20,0,6,0,1,80.708,27.06,0.66,87.908,31.06,0.6212,69,4.350529057,78,167,245
5961,9/10/11,3,0,9,21,0,6,0,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,3.730214387,59,171,230
5962,9/10/11,3,0,9,22,0,6,0,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,0,49,126,175
5963,9/10/11,3,0,9,23,0,6,0,2,77.756,25.42,0.62,82.454,28.03,0.5606,88,0,32,107,139
5964,9/11/11,3,0,9,0,0,0,0,1,77.756,25.42,0.62,82.454,28.03,0.5606,88,0,29,79,108
5965,9/11/11,3,0,9,1,0,0,0,2,77.756,25.42,0.62,82.454,28.03,0.5606,88,0,22,66,88
5966,9/11/11,3,0,9,2,0,0,0,2,77.756,25.42,0.62,85.181,29.545,0.5909,78,8.076580258,16,60,76
5967,9/11/11,3,0,9,3,0,0,0,2,77.756,25.42,0.62,85.181,29.545,0.5909,78,3.730214387,15,30,45
5968,9/11/11,3,0,9,4,0,0,0,1,76.28,24.6,0.6,82.454,28.03,0.5606,83,5.591158395,3,6,9
5969,9/11/11,3,0,9,5,0,0,0,1,76.28,24.6,0.6,82.454,28.03,0.5606,83,5.591158395,15,24,39
5970,9/11/11,3,0,9,6,0,0,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,88,4.350529057,4,16,20
5971,9/11/11,3,0,9,7,0,0,0,1,76.28,24.6,0.6,81.095,27.275,0.5455,88,0,9,28,37
5972,9/11/11,3,0,9,8,0,0,0,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,0,25,69,94
5973,9/11/11,3,0,9,9,0,0,0,1,80.708,27.06,0.66,87.908,31.06,0.6212,74,0,59,168,227
5974,9/11/11,3,0,9,10,0,0,0,1,83.66,28.7,0.7,90.635,32.575,0.6515,65,0,120,214,334
5975,9/11/11,3,0,9,11,0,0,0,1,83.66,28.7,0.7,90.635,32.575,0.6515,65,0,144,258,402
5976,9/11/11,3,0,9,12,0,0,0,1,83.66,28.7,0.7,90.635,32.575,0.6515,65,0,113,298,411
5977,9/11/11,3,0,9,13,0,0,0,1,86.612,30.34,0.74,93.362,34.09,0.6818,58,4.350529057,119,231,350
5978,9/11/11,3,0,9,14,0,0,0,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,11.80679465,120,222,342
5979,9/11/11,3,0,9,15,0,0,0,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,12.42710931,134,270,404
5980,9/11/11,3,0,9,16,0,0,0,1,85.136,29.52,0.72,92.003,33.335,0.6667,51,12.42710931,180,303,483
5981,9/11/11,3,0,9,17,0,0,0,1,85.136,29.52,0.72,92.003,33.335,0.6667,51,5.591158395,152,228,380
5982,9/11/11,3,0,9,18,0,0,0,1,82.184,27.88,0.68,89.276,31.82,0.6364,65,12.42710931,110,229,339
5983,9/11/11,3,0,9,19,0,0,0,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,4.350529057,101,232,333
5984,9/11/11,3,0,9,20,0,0,0,1,77.756,25.42,0.62,85.181,29.545,0.5909,73,4.350529057,65,161,226
5985,9/11/11,3,0,9,21,0,0,0,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,0,45,114,159
5986,9/11/11,3,0,9,22,0,0,0,1,77.756,25.42,0.62,86.549,30.305,0.6061,69,16.1573237,21,74,95
5987,9/11/11,3,0,9,23,0,0,0,3,74.804,23.78,0.58,81.095,27.275,0.5455,78,3.730214387,12,33,45
5988,9/12/11,3,0,9,0,0,1,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,3.730214387,5,11,16
5989,9/12/11,3,0,9,1,0,1,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,0,1,11,12
5990,9/12/11,3,0,9,2,0,1,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,0,2,0,2
5991,9/12/11,3,0,9,4,0,1,1,1,71.852,22.14,0.54,78.368,25.76,0.5152,94,4.350529057,0,4,4
5992,9/12/11,3,0,9,5,0,1,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,83,0,1,23,24
5993,9/12/11,3,0,9,6,0,1,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,83,0,1,108,109
5994,9/12/11,3,0,9,7,0,1,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,83,0,12,300,312
5995,9/12/11,3,0,9,8,0,1,1,1,76.28,24.6,0.6,83.822,28.79,0.5758,78,3.730214387,26,382,408
5996,9/12/11,3,0,9,9,0,1,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,0,21,155,176
5997,9/12/11,3,0,9,10,0,1,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,62,6.835950919,40,89,129
5998,9/12/11,3,0,9,11,0,1,1,1,83.66,28.7,0.7,90.635,32.575,0.6515,58,8.076580258,34,131,165
5999,9/12/11,3,0,9,12,0,1,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,51,8.076580258,37,147,184
6000,9/12/11,3,0,9,13,0,1,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,54,4.350529057,43,120,163
6001,9/12/11,3,0,9,14,0,1,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,6.835950919,60,129,189
6002,9/12/11,3,0,9,15,0,1,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,48,3.730214387,60,152,212
6003,9/12/11,3,0,9,16,0,1,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,48,0,60,238,298
6004,9/12/11,3,0,9,17,0,1,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,51,6.835950919,75,515,590
6005,9/12/11,3,0,9,18,0,1,1,1,83.66,28.7,0.7,90.635,32.575,0.6515,54,8.076580258,56,515,571
6006,9/12/11,3,0,9,19,0,1,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,57,5.591158395,63,373,436
6007,9/12/11,3,0,9,20,0,1,1,1,80.708,27.06,0.66,87.908,31.06,0.6212,65,0,41,258,299
6008,9/12/11,3,0,9,21,0,1,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,73,3.730214387,29,166,195
6009,9/12/11,3,0,9,22,0,1,1,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,6.835950919,16,134,150
6010,9/12/11,3,0,9,23,0,1,1,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,4.350529057,7,62,69
6011,9/13/11,3,0,9,0,0,2,1,1,76.28,24.6,0.6,81.095,27.275,0.5455,88,4.350529057,7,19,26
6012,9/13/11,3,0,9,1,0,2,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,83,4.350529057,4,6,10
6013,9/13/11,3,0,9,2,0,2,1,1,76.28,24.6,0.6,83.822,28.79,0.5758,78,0,2,0,2
6014,9/13/11,3,0,9,3,0,2,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,83,0,2,2,4
6015,9/13/11,3,0,9,4,0,2,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,0,2,6,8
6016,9/13/11,3,0,9,5,0,2,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,0,1,19,20
6017,9/13/11,3,0,9,6,0,2,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,4.350529057,6,116,122
6018,9/13/11,3,0,9,7,0,2,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,83,3.730214387,14,348,362
6019,9/13/11,3,0,9,8,0,2,1,1,76.28,24.6,0.6,82.454,28.03,0.5606,81,4.350529057,26,399,425
6020,9/13/11,3,0,9,9,0,2,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,3.730214387,35,179,214
6021,9/13/11,3,0,9,10,0,2,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,69,5.591158395,42,93,135
6022,9/13/11,3,0,9,11,0,2,1,1,83.66,28.7,0.7,90.635,32.575,0.6515,61,6.835950919,33,120,153
6023,9/13/11,3,0,9,12,0,2,1,1,85.136,29.52,0.72,92.003,33.335,0.6667,58,9.321372782,43,144,187
6024,9/13/11,3,0,9,13,0,2,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,11.80679465,48,136,184
6025,9/13/11,3,0,9,14,0,2,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,13.67190184,51,139,190
6026,9/13/11,3,0,9,15,0,2,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,12.42710931,35,145,180
6027,9/13/11,3,0,9,16,0,2,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,9.321372782,41,251,292
6028,9/13/11,3,0,9,17,0,2,1,1,86.612,30.34,0.74,92.003,33.335,0.6667,51,9.321372782,72,507,579
6029,9/13/11,3,0,9,18,0,2,1,1,83.66,28.7,0.7,90.635,32.575,0.6515,61,6.835950919,67,472,539
6030,9/13/11,3,0,9,19,0,2,1,1,82.184,27.88,0.68,89.276,31.82,0.6364,69,6.835950919,55,341,396
6031,9/13/11,3,0,9,20,0,2,1,1,80.708,27.06,0.66,87.908,31.06,0.6212,74,8.076580258,31,241,272
6032,9/13/11,3,0,9,21,0,2,1,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,6.835950919,45,200,245
6033,9/13/11,3,0,9,22,0,2,1,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,5.591158395,24,120,144
6034,9/13/11,3,0,9,23,0,2,1,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,4.350529057,15,59,74
6035,9/14/11,3,0,9,0,0,3,1,1,77.756,25.42,0.62,85.181,29.545,0.5909,78,3.730214387,5,28,33
6036,9/14/11,3,0,9,1,0,3,1,1,77.756,25.42,0.62,85.181,29.545,0.5909,78,3.730214387,1,7,8
6037,9/14/11,3,0,9,2,0,3,1,1,76.28,24.6,0.6,82.454,28.03,0.5606,83,0,1,4,5
6038,9/14/11,3,0,9,3,0,3,1,1,76.28,24.6,0.6,81.095,27.275,0.5455,88,5.591158395,1,7,8
6039,9/14/11,3,0,9,4,0,3,1,1,76.28,24.6,0.6,82.454,28.03,0.5606,83,3.730214387,1,8,9
6040,9/14/11,3,0,9,5,0,3,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,88,4.350529057,1,30,31
6041,9/14/11,3,0,9,6,0,3,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,88,4.350529057,7,138,145
6042,9/14/11,3,0,9,7,0,3,1,1,76.28,24.6,0.6,82.454,28.03,0.5606,83,4.350529057,20,350,370
6043,9/14/11,3,0,9,8,0,3,1,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,6.835950919,33,396,429
6044,9/14/11,3,0,9,9,0,3,1,1,79.232,26.24,0.64,85.181,29.545,0.5909,78,6.835950919,19,183,202
6045,9/14/11,3,0,9,10,0,3,1,1,83.66,28.7,0.7,90.635,32.575,0.6515,70,5.591158395,27,115,142
6046,9/14/11,3,0,9,11,0,3,1,1,85.136,29.52,0.72,93.362,34.09,0.6818,66,6.835950919,43,121,164
6047,9/14/11,3,0,9,12,0,3,1,1,86.612,30.34,0.74,93.362,34.09,0.6818,58,9.321372782,56,156,212
6048,9/14/11,3,0,9,13,0,3,1,1,88.088,31.16,0.76,94.73,34.85,0.697,55,10.56200212,39,139,178
6049,9/14/11,3,0,9,14,0,3,1,1,89.564,31.98,0.78,96.089,35.605,0.7121,52,9.321372782,19,105,124
6050,9/14/11,3,0,9,15,0,3,1,1,89.564,31.98,0.78,96.089,35.605,0.7121,49,10.56200212,30,146,176
6051,9/14/11,3,0,9,16,0,3,1,1,88.088,31.16,0.76,94.73,34.85,0.697,52,11.80679465,36,241,277
6052,9/14/11,3,0,9,17,0,3,1,1,88.088,31.16,0.76,94.73,34.85,0.697,52,11.80679465,87,512,599
6053,9/14/11,3,0,9,18,0,3,1,1,85.136,29.52,0.72,93.362,34.09,0.6818,62,6.835950919,83,503,586
6054,9/14/11,3,0,9,19,0,3,1,2,83.66,28.7,0.7,90.635,32.575,0.6515,70,4.350529057,44,337,381
6055,9/14/11,3,0,9,20,0,3,1,2,85.136,29.52,0.72,92.003,33.335,0.6667,58,17.39795304,40,221,261
6056,9/14/11,3,0,9,21,0,3,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,65,9.321372782,24,189,213
6057,9/14/11,3,0,9,22,0,3,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,65,5.591158395,20,140,160
6058,9/14/11,3,0,9,23,0,3,1,2,79.232,26.24,0.64,86.549,30.305,0.6061,69,4.350529057,10,62,72
6059,9/15/11,3,0,9,0,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,5.591158395,3,34,37
6060,9/15/11,3,0,9,1,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,69,6.835950919,0,20,20
6061,9/15/11,3,0,9,2,0,4,1,1,77.756,25.42,0.62,85.181,29.545,0.5909,73,4.350529057,0,5,5
6062,9/15/11,3,0,9,3,0,4,1,1,77.756,25.42,0.62,85.181,29.545,0.5909,73,3.730214387,3,5,8
6063,9/15/11,3,0,9,4,0,4,1,1,76.28,24.6,0.6,83.822,28.79,0.5758,78,4.350529057,2,5,7
6064,9/15/11,3,0,9,5,0,4,1,1,76.28,24.6,0.6,83.822,28.79,0.5758,78,0,1,30,31
6065,9/15/11,3,0,9,6,0,4,1,2,76.28,24.6,0.6,82.454,28.03,0.5606,83,10.56200212,5,119,124
6066,9/15/11,3,0,9,7,0,4,1,2,77.756,25.42,0.62,85.181,29.545,0.5909,78,8.076580258,17,321,338
6067,9/15/11,3,0,9,8,0,4,1,1,79.232,26.24,0.64,86.549,30.305,0.6061,73,5.591158395,27,364,391
6068,9/15/11,3,0,9,9,0,4,1,2,79.232,26.24,0.64,86.549,30.305,0.6061,73,14.91253118,23,186,209
6069,9/15/11,3,0,9,10,0,4,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,69,10.56200212,25,96,121
6070,9/15/11,3,0,9,11,0,4,1,2,82.184,27.88,0.68,89.276,31.82,0.6364,65,5.591158395,39,120,159
6071,9/15/11,3,0,9,12,0,4,1,2,80.708,27.06,0.66,87.908,31.06,0.6212,69,12.42710931,31,148,179
6072,9/15/11,3,0,9,13,0,4,1,2,79.232,26.24,0.64,86.549,30.305,0.6061,65,11.80679465,38,151,189
6073,9/15/11,3,0,9,14,0,4,1,2,79.232,26.24,0.64,86.549,30.305,0.6061,65,17.39795304,36,134,170
6074,9/15/11,3,0,9,15,0,4,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,69,17.39795304,25,110,135
6075,9/15/11,3,0,9,16,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,77,19.26306023,29,193,222
6076,9/15/11,3,0,9,17,0,4,1,3,67.424,19.68,0.48,74.273,23.485,0.4697,82,19.26306023,31,230,261
6077,9/15/11,3,0,9,18,0,4,1,3,67.424,19.68,0.48,74.273,23.485,0.4697,67,25.4745333,22,222,244
6078,9/15/11,3,0,9,19,0,4,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,67,19.26306023,20,212,232
6079,9/15/11,3,0,9,20,0,4,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,63,13.67190184,25,223,248
6080,9/15/11,3,0,9,21,0,4,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,63,13.67190184,11,134,145
6081,9/15/11,3,0,9,22,0,4,1,1,64.472,18.04,0.44,71.546,21.97,0.4394,67,11.80679465,7,108,115
6082,9/15/11,3,0,9,23,0,4,1,1,64.472,18.04,0.44,71.546,21.97,0.4394,67,9.321372782,8,61,69
6083,9/16/11,3,0,9,0,0,5,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,71,9.321372782,5,43,48
6084,9/16/11,3,0,9,1,0,5,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,67,8.076580258,7,19,26
6085,9/16/11,3,0,9,2,0,5,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,71,11.80679465,3,7,10
6086,9/16/11,3,0,9,3,0,5,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,71,10.56200212,2,4,6
6087,9/16/11,3,0,9,4,0,5,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,71,11.80679465,1,3,4
